rank,pid,source,ccb_score,title
442,1087,E1,83.32,论结果导向的信息披露
443,1206,E1,83.32,仲裁协议主观范围理论的重构
444,1320,E1,83.31,动产抵押的登记对抗原理
445,1287,E1,83.29,决议行为效力规则之构造
446,58,E1,83.28,不阻止他人犯罪的刑事责任
447,1341,E1,83.28,司法审查中的滥用职权标准——以最高人民法院公报案例为观察对象
448,561,E1,83.26,清代的轻罪治理及其当代启示
449,1419,E1,83.26,存疑有利于被告原则的刑法适用规则
450,367,E1,83.24,恶意串通法律规范的合理性
451,1136,E1,83.24,个人数据交易的双重法律构造
452,1587,E1,83.22,法典化背景下环境法基本制度的法理反思与体系建构
453,1811,E1,83.22,释明变更诉讼请求的标准
454,19,E1,83.21,“土地属于集体所有”的规范属性
455,1734,E1,83.21,被遗忘权：传统元素、新语境与利益衡量
456,230,E1,83.19,刑事诉讼事实形成机理探究
457,1169,E1,83.18,主体制度民商合一的中国路径
458,1007,E1,83.16,数据的法律属性及其民法定位
459,1354,E1,83.16,唐以前盗罪之变迁研究
460,329,E1,83.15,央地关系中的法律保留
461,1647,E1,83.15,电子数据的技术性鉴真
462,1908,E1,83.13,证券虚假陈述民事赔偿中重大性要件的适用
463,47,E1,83.12,《民法典》背景下劳动法与民法的关系
464,61,E1,83.1,个人信息国家保护义务及展开
465,1877,E1,83.1,论行政协议中的行政优益权
466,241,E1,83.09,制度角色与制度能力：论刑事证明标准的降格适用
467,399,E1,83.07,我国行政法法典编纂的程序主义进路选择
468,530,E1,83.06,法官如何说理：中国经验与普遍原理
469,808,E1,83.06,论比例原则对立法权的约束及其界限
470,1119,E1,83.06,一人一票原则在我国的适用
471,991,E1,83.03,基本法律概念的构建与诠释——以权利与权力的关系为重心
472,1441,E1,83.03,家庭关系民法适用和续造的顺序
473,495,E1,83.01,民事禁令程序构建原理
474,1700,E1,83.01,自然资源国家所有权的双重权能结构
475,412,E1,83.0,投资者保护基金先行赔付制度的反思与重构
476,1669,E1,83.0,私法中善意认定的规则体系
477,618,E1,82.99,符合强制性标准与侵权责任承担的关系
478,865,E1,82.99,财产事实支配的宪法定位及其在数据财产领域的运用
479,177,E1,82.97,先公司合同问题研究
480,692,E1,82.96,行政诉讼原告资格中“利害关系”的判断结构
481,416,E1,82.94,指导性案例法源地位再反思
482,1804,E1,82.94,追求裁判的社会效果：1983
483,374,E1,82.93,我国养老基金投资的审慎投资人规则
484,943,E1,82.93,人工智能法律治理的路径拓展
485,1104,E1,82.93,2016年后反倾销领域中国（非）市场经济地位问题
486,1410,E1,82.9,大数据有限排他权的基础理论
487,132,E1,82.88,人口老龄化背景下监护人承担侵权责任的体系解释
488,1632,E1,82.88,物业服务合同法律构造之中国模式
489,1332,E1,82.87,反不正当竞争法架构下的区别性原则
490,1204,E1,82.84,以罪名为讨论平台的反思与纠正
491,1687,E1,82.84,网络平台的公共性及其实现——以电商平台的法律规制为视角
492,700,E1,82.82,规范多元的法治协同:基于构成性视角的观察
493,327,E1,82.81,夫妻团体债务的认定及清偿
494,774,E1,82.81,论宣告死亡及其撤销在婚姻上的效力
495,212,E1,82.79,农民集体成员权、农民集体决议与乡村治理体系的健全
496,1434,E1,82.74,宪法上的尊严理论及其体系化
497,1684,E1,82.69,缔约过失与欺诈的制度竞合——以欺诈的“故意”要件为中心
498,639,E1,82.66,绿色原则与法经济学
499,850,E1,82.65,论规划许可变更前和谐相邻关系的行政法保护:以采光权的保护为例
500,1389,E1,82.65,基于价格影响的期货市场操纵规制理论:反思与重构
501,56,E1,82.63,不正当竞争行为认定中的实用主义批判
502,57,E1,82.63,不确定鉴定意见的证据属性及功能
503,376,E1,82.62,我国刑事缺席审判程序中的异议权
504,1812,E1,82.6,重复诉讼禁止及其在知识产权民事纠纷中的应用——基本概念解析、重塑与案例群形成
505,514,E1,82.59,民法典背景下合伙企业财产制度构造
506,1122,E1,82.59,上市公司实际控制人法律责任的反思与构建
507,1225,E1,82.59,保险人明确说明义务批判
508,1762,E1,82.57,论罪量的归属
509,1272,E1,82.53,公章抗辩的类型与处理
510,53,E1,82.51,上市公司虚假陈述行政处罚内部责任人认定逻辑之改进
511,292,E1,82.51,国有土地出让缔约关系的界定路径
512,853,E1,82.51,论量刑基准的回归
513,481,E1,82.5,正当程序原则司法适用的正当性:回归规范立场
514,1052,E1,82.5,营利概念与中国法人法的体系效应
515,1733,E1,82.5,被追诉人认罪认罚的撤回
516,599,E1,82.49,社会本位的中国基本权利功能体系构建
517,999,E1,82.49,我国劳动关系法律调整模式的转变
518,1866,E1,82.47,要素市场中企业数据的法益识别与刑法保护
519,1902,E1,82.47,生态环境损害预防性侵权责任的规范构造
520,144,E1,82.46,从相邻权到空间利益公平分配权：规划许可诉讼中“合法权益”的内涵扩张
521,1749,E1,82.46,"论""数字人权""不构成第四代人权"
522,735,E1,82.43,论人格权请求权与侵权损害赔偿请求权的分离
523,1429,E1,82.43,实用艺术作品在著作权法上之独立性
524,1746,E1,82.43,认罪认罚案件的证明标准
525,1014,E1,82.41,比例原则适用的范式转型
526,661,E1,82.4,股权转让行为的属性及其规范
527,1368,E1,82.37,国家所有权遁入私法：路径与实质
528,826,E1,82.35,论犯罪参与的共同性:以单一正犯体系为中心
529,1665,E1,82.35,确认之诉的限缩及其路径
530,607,E1,82.34,科研人员的刑法定位：从宪法教义学视域的思考
531,12,E1,82.32,“但书”出罪运行机制实证研究
532,126,E1,82.31,二审上诉问题重述:以认罪认罚案件为例
533,134,E1,82.31,人格权侵害民事责任认定条款适用论
534,1859,E1,82.31,公司法上个人责任归属的组织法逻辑
535,1442,E1,82.29,家庭双轴结构中的财产分配体系
536,312,E1,82.28,域外取得的刑事证据之可采性
537,1403,E1,82.28,基本权利私人效力的民法审视
538,213,E1,82.26,减税、减负与预算法变革
539,1015,E1,82.24,民事法律的正当溯及既往问题
540,1313,E1,82.24,刑法教义学研究的中国主体性
541,1058,E1,82.22,行政法视域下权力清单制度的重构
542,1275,E1,82.22,关联性要素与地理标志法的构造
543,1421,E1,82.21,宅基地使用权的制度困局与破解之维
544,1328,E1,82.19,单位犯罪废止论
545,1092,E1,82.18,证券中介机构法律责任配置
546,1099,E1,82.18,重构罪刑法定原则
547,164,E1,82.16,保护规范理论的误解澄清与本土适用
548,1391,E1,82.16,基于合意解除合同的规范构造
549,246,E1,82.13,区分制理论解释共同过失犯罪之弊端及应然选择
550,1091,E1,82.13,论预测性司法
551,483,E1,82.12,正当防卫限度判断的适用难题与改进方案
552,1475,E1,82.09,我国民法典法人基本类型模式选择
553,1207,E1,82.07,价格行为规制的法理逻辑——基于整体价格法秩序的视角
554,1705,E1,82.06,著作权法与专利法中“惩罚性赔偿”之非惩罚性
555,1291,E1,82.04,刑事印证证明新探
556,543,E1,82.03,法律规范事中合宪性审查的制度建构
557,229,E1,82.01,刑事诉讼主体理论的扬弃与超越
558,734,E1,82.01,论人机协同审判的信任构建
559,867,E1,82.01,财产罪占有之立场：缓和的事实性占有概念
560,1027,E1,82.01,环境法体系化中的我国保护地体系
561,874,E1,82.0,贿赂犯罪的保护法益与事后受财行为的定性
562,848,E1,81.97,论行政行为的违法性继承
563,975,E1,81.97,合理怀疑的本土类型与法理建构
564,1417,E1,81.96,婚姻缔结行为的效力瑕疵
565,1473,E1,81.96,我国民事执行回转理论基础与制度构造的革新
566,1912,E1,81.96,宪法和一般法律的关系构造
567,750,E1,81.9,论农民集体与农村集体经济组织的关系
568,1340,E1,81.9,司法判决中的词典释义
569,22,E1,81.88,“居住权”之定位与规则设计
570,840,E1,81.87,论网络服务提供者间接侵权责任的过错形态
571,1199,E1,81.87,他行为能力问题研究
572,1701,E1,81.87,自然资源资产国家所有权委托代理的法律性质
573,836,E1,81.85,论绿色原则的规范解释司法适用
574,532,E1,81.79,法律人思维与法律观点
575,1721,E1,81.79,行政行为无效的认定
576,1735,E1,81.79,裁判文书援引学说的基本原理与规则建构
577,1884,E1,81.79,证据链之内涵与功能重释
578,383,E1,81.76,我国权责清单制度质效研究
579,1846,E1,81.74,犯罪追诉数字化背景下嫌疑判断的演化与程序法规制的因应
580,371,E1,81.71,我国个人敏感信息界定之构想
581,859,E1,81.69,证据种类法定主义的反思与重构
582,279,E1,81.66,商业秘密保护中默示保密义务研究
583,1138,E1,81.65,中国债编体系构建中若干基础关系的协调——从法国重构债法体系的经验观察
584,631,E1,81.62,累犯从严量刑适用实证研究
585,1346,E1,81.62,合同内容的证明责任分配
586,162,E1,81.6,侵害企业数据权益的民事责任
587,977,E1,81.6,商业银行股东加重责任及其制度建构
588,1531,E1,81.6,既判力相对性原则：根据、例外与制度化
589,1502,E1,81.57,故意伤害案件中赔偿影响量刑的机制
590,1827,E1,81.57,集体经营性资产股份合作与农村集体经济组织之关系重构
591,1753,E1,81.56,论区块链证据
592,583,E1,81.54,生态环境修复责任的体系化构造
593,936,E1,81.53,中国著作权立法中的制度创新
594,1805,E1,81.51,适于法治的法律体系模式
595,624,E1,81.46,类似必要共同诉讼适用机制研究
596,649,E1,81.44,网络空间适用禁止使用武力原则的法律路径
597,1743,E1,81.44,认缴制后公司法资本规则的革新
598,752,E1,81.41,论刑事司法对鉴定的迷信与制度防范
599,1035,E1,81.38,社会主义核心价值观在民事裁判中的功能
600,679,E1,81.34,行政机关间的事务委托和职权委托
601,1694,E1,81.34,股东会决议无效的公司法解释
602,940,E1,81.32,事权划分法治化的中国路径
603,1135,E1,81.31,个人所得税法上年龄非中性的实现——以老年人生存权益的保障为核心
604,305,E1,81.29,地方立法行政许可设定权之法律解释：基于鲁潍案的分析
605,1000,E1,81.29,授权资本制的中国运行机理
606,1191,E1,81.29,人民法院改革取向的审视与思考
607,1498,E1,81.29,支持理论下民事诉讼当事人法律意识的实证研究
608,802,E1,81.26,论数据产权制度的层级性：“三三制”数据确权法
609,433,E1,81.25,数字时代隐私权的社会理论重构
610,28,E1,81.24,“最高国家权力机关”的权力边界
611,196,E1,81.22,公司资本制度改革的正当性：基于债权人保护功能的法经济学分析
612,328,E1,81.21,夫妻财产归属约定的法理明晰及规则适用
613,1638,E1,81.21,环境民事公益诉讼性质定位省思
614,969,E1,81.18,反垄断法分析模式的中国选择
615,1227,E1,81.18,保险法因果关系判定的规则体系
616,998,E1,81.15,家庭财产功能主义的法律范式
617,1167,E1,81.15,为作为证明方法的“印证”辩护
618,406,E1,81.09,我国金融机构股东加重责任的扩张与规范
619,709,E1,81.09,认罪认罚从宽适用常态化之实效检验
620,1484,E1,81.09,托底型回购合同的风险转嫁机理
621,578,E1,81.06,环境质量标准的侵权法适用研究
622,1090,E1,81.04,论诉权的人权属性——以历史演进为视角
623,1203,E1,81.04,以房抵债协议的法理分析——《最高人民法院公报》载“朱俊芳案”评释
624,133,E1,81.03,人工智能歧视的法律治理
625,1134,E1,81.03,个人信息私法保护的困境与出路
626,1283,E1,81.03,农村土地承包法修改后的承包地法权配置
627,1034,E1,81.01,知识产权的边界:以客体可控性为线索
628,1633,E1,81.01,牵连关系的类型——基于刑事立法、司法解释规定的分析
629,875,E1,81.0,资本市场信息披露双层规范体系的基本建构
630,1300,E1,81.0,刑事诉讼办案期限：功能变迁与诉讼化改造
631,424,E1,80.97,敏感个人信息保护制度的解释性重构
632,762,E1,80.96,论合同法和侵权法在固有利益保护上的分工与协作
633,821,E1,80.96,论法律认知的信任逻辑
634,1580,E1,80.94,民法基本原则：理论反思与法典表达
635,140,E1,80.93,人身损害赔偿请求权的分级与整合
636,786,E1,80.93,论我国刑法分则中的参加型犯罪
637,1039,E1,80.93,私法中的分配层次
638,1398,E1,80.93,基本权利保护范围的界定
639,494,E1,80.91,民事案件事实形成中的方法论命题
640,630,E1,80.9,紧急状态下的法治与社会正义
641,1718,E1,80.87,行政执法和解的模式及其运用
642,664,E1,80.84,自然资源国家所有的制度性保障功能
643,261,E1,80.82,司法审查图景中行政协议主体的适格
644,1596,E1,80.81,法律漏洞填补的司法论证
645,39,E1,80.79,"""认""与""缴""二分视角下公司催缴出资制度研究"
646,1299,E1,80.79,刑事诉讼中变更公诉的限度
647,917,E1,80.76,中国专利交易中的绝对权类型法定
648,1282,E1,80.76,农村土地“三权分置”的法理阐释与制度意蕴
649,480,E1,80.75,检察环境公益诉讼的理论优化与制度完善
650,1630,E1,80.74,滥用知情权的逻辑及展开
651,1726,E1,80.72,行政诉讼给付判决的构造与功能
652,1348,E1,80.69,合宪性审查制度的中国道路与功能展开
653,1518,E1,80.68,数据确权：理路、方法与经济意义
654,240,E1,80.66,制度型对外开放的支点:私法关系涉外性之界定及重构
655,770,E1,80.66,论地方政府事权的法理基础与宪法结构
656,465,E1,80.63,新科技时代的法学基本范畴：挑战与回应
657,487,E1,80.63,死刑适用的规范论标准
658,1899,E1,80.63,商业外观知识产权竞合问题研究
659,166,E1,80.62,保险损失补偿原则适用范围思考
660,426,E1,80.62,数字丝绸之路跨国法律秩序的建构与完善
661,1270,E1,80.62,公法上警察概念的变迁
662,1558,E1,80.62,比例原则的适用范围与限度
663,1691,E1,80.62,羁押必要性审查制度试点研究报告
664,1806,E1,80.62,逮捕制度再改革的法释义学解读
665,1096,E1,80.56,转型时期刑法立法的思路与方法
666,273,E1,80.54,合宪性、合法性、适当性审查的区别与联系
667,1513,E1,80.53,数据产权的法律表达
668,1568,E1,80.53,民法与商法二元格局的演变与形成
669,1740,E1,80.51,规范说与侵权责任法第79条的适用——与袁中华博士商榷．
670,1226,E1,80.5,保险法上如实告知义务之新检视
671,651,E1,80.49,网络谣言的刑法治理:从宪法的视角
672,942,E1,80.49,人合性在有限公司中的终结
673,1047,E1,80.49,网络时代言论自由的刑法边界
674,1732,E1,80.46,被追诉人的权利处分:基础规范与制度构建
675,924,E1,80.44,中国宪法社会权的体系解释
676,844,E1,80.41,论行政协议的司法审查
677,905,E1,80.41,非典型与典型案件：术语、成因及其关系
678,411,E1,80.4,承包地三权分置的法律表达
679,170,E1,80.38,债权转让中对债务人的延续性保护
680,557,E1,80.37,法益自决权与侵犯公民个人信息罪的司法边界
681,364,E1,80.35,强制预防接种补偿责任的性质与构成
682,1452,E1,80.35,平台形态演变视域下垄断行为的异化与因应
683,838,E1,80.34,论网络时代刑法解释的限度
684,822,E1,80.32,论法院对规范性文件的附带审查
685,1610,E1,80.31,法治评估模式辨异
686,420,E1,80.28,提高民事诉讼证明标准的理论反思
687,687,E1,80.26,行政罚款设定方式研究
688,1517,E1,80.18,数据确权的误区
689,1509,E1,80.16,数字时代的身份构建及其法律保障:以个人信息保护为中心的思考
690,226,E1,80.13,刑事证据审查的基本制度结构
691,968,E1,80.13,原则/例外关系的民法阐释
692,1754,E1,80.12,论我国宪法上的议行复合结构
693,571,E1,80.1,环境民事公益诉讼中停止侵害责任适用研究
694,1468,E1,80.1,我国刑事上诉制度多元化的建构路径——以认罪认罚案件为切入点
695,1446,E1,80.09,导致物权变动之法院判决类型
696,790,E1,80.07,论我国民事诉讼标的与诉讼请求的关系
697,851,E1,80.07,论证券监管介入上市公司治理的限度
698,862,E1,80.06,诊疗人工智能的医疗损害责任
699,1113,E1,80.06,“谁主张谁举证”规则的历史变迁与现代运用
700,1478,E1,80.06,我国知识产权法院的治理实效与制度逻辑
701,221,E1,80.04,刑事案件的差异化判决及其合理性
702,299,E1,80.04,"在""生活事实""与""法律要件""之间:证明责任分配对象的误识与回归"
703,1559,E1,80.04,民事实质诉讼法论
704,1704,E1,80.01,著作权合同中作者权益保护的规则取舍与续造
705,1612,E1,79.99,法秩序统一性原理之建构
706,208,E1,79.97,再论建设用地使用权出让合同的民事属性
707,670,E1,79.96,行刑衔接中的行政执法边界研究
708,1422,E1,79.96,宅基地立法政策与宅基地使用权制度改革
709,773,E1,79.93,论基金托管人的治理功能与独立责任
710,537,E1,79.9,法律方法的体系构造
711,1025,E1,79.9,犯罪化与惩罚体系的完善
712,1241,E1,79.9,先签合同与后续合同的关系及其解释
713,1255,E1,79.9,公众意见影响法官决策的理论和实验分析
714,1487,E1,79.88,技术从属性下雇主的算法权力与法律规制
715,1541,E1,79.87,期待可能性理论的引入及限定性适用
716,1128,E1,79.84,个人信息保护:从个人控制到社会控制
717,528,E1,79.81,法域冲突的排除：立场、规则与适用
718,1500,E1,79.81,收养法的社会化:从亲子法转向儿童法
719,1870,E1,79.81,自动驾驶分级治理的法理反思与规则重构
720,527,E1,79.76,法典化的历史叙事
721,694,E1,79.76,行政诉讼的诉审判一致性
722,1514,E1,79.76,数据何以确权
723,754,E1,79.75,论刑事证据资格之多重性
724,910,E1,79.71,高校校规：司法适用的正当性与适用原则
725,1432,E1,79.69,审判管理的运行体系和制度逻辑
726,1863,E1,79.69,作为基本权利的职业自由
727,1807,E1,79.68,逮捕审查判断中犯罪嫌疑人社会危险性的量化评估
728,48,E1,79.66,《民法典》视域下的一般人格权
729,204,E1,79.66,共同市场支配地位制度拓展适用于算法默示共谋研究
730,302,E1,79.66,地方人大常委会在合宪性审查中的作用及其展开
731,1295,E1,79.62,刑事证据分布理论及其运用
732,1306,E1,79.62,刑事隐蔽性证据规则研究
733,1466,E1,79.62,成片开发与土地征收
734,31,E1,79.6,“法律脱嵌治理”：中国式邻避纠纷的制度成因及治理
735,1660,E1,79.6,知识产权惩罚性赔偿的类型化适用与风险避免——基于国际知识产权规则的视角
736,201,E1,79.56,公民遵守劳动纪律义务的宪法变迁与启示
737,387,E1,79.54,我国民事管辖审查程序的反思与修正
738,1086,E1,79.54,论算法的法律规制
739,1276,E1,79.54,关键信息基础设施保护的合作治理
740,354,E1,79.53,工伤排除规则重构:从过错到因果
741,628,E1,79.47,系统论法学视角下现代司法裁判中规范与事实的区分
742,717,E1,79.46,论个人数据经济利益的归属与法律保护
743,605,E1,79.44,私人复制的著作权法制度应对:从机械复制到云服务
744,491,E1,79.35,民事二审不开庭审理的反思与修正
745,219,E1,79.32,刑事庭审实质化的维度与机制探讨
746,1078,E1,79.31,论数据用益权
747,669,E1,79.29,行为市场失灵及其法律应对
748,1579,E1,79.29,民法基本原则的意义脉络
749,1664,E1,79.29,破产视角下的抵销
750,182,E1,79.28,党政联合发文的信息公开困境与规则重塑:基于司法裁判的分析
751,34,E1,79.25,“犯罪所得投资收益”追缴的影响因素与判断规则
752,1913,E1,79.25,著作权法中作品独创性的技术逻辑
753,701,E1,79.22,规范视野下的地方性事务
754,1477,E1,79.19,我国犯罪附随后果制度规范化研究
755,1079,E1,79.18,论新型网络犯罪立法及其适用
756,1129,E1,79.18,个人信息保护合规的体系构建
757,640,E1,79.16,绿色发展中的环境法实施问题：基于PX事件的微观分析
758,712,E1,79.16,论“正常经营买受人”的善意要求
759,271,E1,79.15,司法认定无效行政协议的标准
760,62,E1,79.13,"个人信息处理中的""同意""与""同意撤回"""
761,688,E1,79.1,行政行为违法性继承的中国图景
762,372,E1,79.09,我国保险法因果关系判断路径与规则
763,1712,E1,79.09,行刑衔接中采信专业性认定之困境及其破解——以事故调查报告为研究对象
764,810,E1,79.07,论民事权益位阶:以《民法典》为中心
765,346,E1,79.04,家庭法介入家庭关系的界限及其对婚姻家庭编实施的启示
766,658,E1,79.04,股东协议暗箱治理的公司法回应
767,1690,E1,79.04,羁押必要性判断中的“一贯表现”证据研究
768,275,E1,79.01,合宪性审查中的宪法精神
769,939,E1,79.01,事实、证据与事实认定
770,955,E1,79.01,公司法中的契约自由——以股权处分抑制条款为视角
771,1376,E1,79.0,国际私法与民法典的分与合
772,884,E1,78.99,过罚相当原则的规范构造与适用
773,1375,E1,78.99,国际法院解释领土条约的路径、方法及其拓展
774,825,E1,78.97,论演绎权的保护范围
775,854,E1,78.97,论金融司法与金融监管协同治理机制
776,888,E1,78.97,连带责任的弹性不足及其克服
777,223,E1,78.96,刑事职能管辖错位的程序规制
778,677,E1,78.96,行政契约履行争议适用《行政诉讼法》第97条之探讨
779,691,E1,78.96,行政许可要件契约化的限定及其制度构造
780,747,E1,78.94,论具体权利概念的结构
781,403,E1,78.93,我国轻罪案件的程序实践检讨
782,415,E1,78.93,指定居所监视居住实施问题的解释论分析
783,1139,E1,78.93,中国刑事专家辅助人向专家证人的角色转变
784,1716,E1,78.93,行政复议法的修改与完善以 “实质性解决行政争议”为视角
785,291,E1,78.9,国家符号的刑法保护
786,834,E1,78.9,论类案的结构性相似特征及其运用
787,27,E1,78.88,“无效行政行为”制度的追溯与认定标准的完善
788,421,E1,78.87,政府信息公开的宪法逻辑
789,502,E1,78.82,民刑关系问题重述：基于义务违反的视角
790,662,E1,78.82,脑机接口技术发展中的人格权益保护
791,1819,E1,78.82,间接正犯概念之否定——单一正犯体系的视角
792,1184,E1,78.81,互联网平台处罚权的法律规制
793,1214,E1,78.79,依法律行政原理的移植与嬗变
794,831,E1,78.78,论社会信用法的立法模式选择
795,250,E1,78.76,单边制裁是否具有合法性：一个框架性分析
796,282,E1,78.76,商标使用地域性原理的理解立场及适用逻辑
797,777,E1,78.76,论平台经济反垄断与监管的二元分治
798,1289,E1,78.76,分段审查抑或归口审查：羁押必要性审查的改革逻辑
799,1778,E1,78.76,貌离神合：家庭财产法对传统家观念的呈现
800,668,E1,78.75,虚拟财产的刑法属性及其保护路径
801,689,E1,78.74,行政许可承诺制:程序再造与规制创新
802,1182,E1,78.71,买卖合同之规定准用于其他有偿合同
803,659,E1,78.68,股权让与担保纠纷裁判逻辑的实证研究
804,1581,E1,78.63,民法总则与公司法的适用关系论
805,829,E1,78.6,论生态损害救济的模式选择
806,807,E1,78.59,论检察指令权的实体规制
807,1540,E1,78.56,有组织犯罪案件分案审理问题研究
808,1611,E1,78.54,法理论:历史形成、学科属性及其中国化
809,38,E1,78.51,“裁执一体化”财产保全的逻辑与改革
810,251,E1,78.51,印证的证明原理与理论塑造
811,533,E1,78.51,法律价值的系统论格局
812,686,E1,78.5,行政犯“行刑衔接”困境破解：从分离式到联动式
813,737,E1,78.5,论企业名称的竞争法保护——最高人民法院第29号指导案例研究
814,558,E1,78.49,注册商标三年不使用撤销制度体系化解读
815,1561,E1,78.49,民事证明责任分配之解释基准——以物权法第106条为分析文本
816,1591,E1,78.49,法官个体本位抑或法院整体本位——我国法院建构与运行的基本模式选择
817,1790,E1,78.49,转基因作物基因污染受害者的请求权
818,971,E1,78.47,口供治理与中国刑事司法裁判
819,503,E1,78.44,民法典人格利益合理使用一般条款研究
820,823,E1,78.43,论涉案企业合规的全流程从宽
821,192,E1,78.38,公司利益范式下的董事义务改革
822,1265,E1,78.38,公司治理中的控股股东及其法律规制
823,746,E1,78.37,论公开的个人信息处理的法律规制
824,778,E1,78.37,论应诉管辖制度的司法嬗变及其规则构建
825,1873,E1,78.37,全国统一大市场的监管权配置研究
826,154,E1,78.29,优先购买权中转让人的利益失衡与校正
827,771,E1,78.29,论垄断行为的竞合
828,1835,E1,78.29,风险预防原则的结构化阐释
829,43,E1,78.28,“预防性”反恐刑事立法思考
830,564,E1,78.26,物权编对四种他物权制度的完善和发展
831,839,E1,78.22,论网络服务商版权内容过滤义务
832,1343,E1,78.22,司法解释性质文件备案审查的困局与出路
833,1771,E1,78.21,证明责任制度本质重述
834,1699,E1,78.18,自然资源国家所有权公权说再论
835,63,E1,78.16,个人信息处理者过错推定责任研究
836,142,E1,78.12,从同一性到相似性：法律解释的结构转向与体系重构
837,1211,E1,78.12,作为个人信息跨境传输监管工具的标准合同条款
838,1437,E1,78.07,宪法教义学反思：一个社会系统理论的视角
839,581,E1,78.04,生前赠与在继承中的效力问题研究
840,1800,E1,78.04,违约金担保功能的异化与回归——以对违约金类型的考察为中心
841,20,E1,78.03,“契约＋非要式＋任意撤销权”：赠与的理论模式与规范分析
842,576,E1,78.01,环境法学核心范畴之重构：环境法的法权结构论
843,1655,E1,78.01,直接适用的法与相关制度的体系平衡
844,1020,E1,77.96,法治视野下的司法预算模式建构
845,303,E1,77.94,地方政府双重负责的宪法内涵
846,672,E1,77.93,行政决策终身责任追究制的法律难题及其解决
847,294,E1,77.9,国际条约适用于国内无涉外因素的民事关系探析
848,430,E1,77.87,数字化行政方式的权力正当性检视
849,1312,E1,77.87,刑法修正：维度、策略、评价与反思
850,1415,E1,77.87,委托合同任意解除的损害赔偿
851,313,E1,77.85,基于“相似性”本质的行政特许界定及其应用
852,1072,E1,77.84,论国家政策作为民法法源
853,1038,E1,77.82,社会风险的刑法调控及其模式改造
854,1552,E1,77.82,欺诈市场理论反思
855,947,E1,77.79,从控制到利用：刑法数据治理的模式转换
856,577,E1,77.75,环境监管中的“规范执行偏离效应”研究
857,54,E1,77.72,不动产被征收人参与权的价值定位与制度重构
858,1189,E1,77.69,人工智能时代著作权合理使用制度的重塑
859,1334,E1,77.68,受害人特殊体质与损害赔偿责任的减轻——最高人民法院第24号指导案例评析
860,586,E1,77.66,生物医学研究伦理规制的法治化
861,817,E1,77.65,论民法对合同行政审批的立法态度
862,1378,E1,77.63,土地征收决定不是终裁行为——以行政复议法第30条第2款为中心
863,218,E1,77.57,刑事对物之诉的初步研究
864,589,E1,77.57,电子商务平台经营者安保责任研究
865,915,E1,77.57,个人信息民法保护的模式选择
866,238,E1,77.54,刑法干预前置化的理性反思
867,1872,E1,77.54,人工智能对刑事证明结构的影响及其制度因应
868,652,E1,77.53,署名权主体规则的困惑及思考
869,1074,E1,77.53,论大数据时代的个人数据权利
870,1483,E1,77.5,所指确定与法律解释——一种适用于一般法律词项的指称理论
871,1369,E1,77.49,国家治理视野下多元解纷机制的调整与重塑
872,1680,E1,77.47,类案适用的司法论证
873,1210,E1,77.46,体系化视角下的意定代理权来源
874,1186,E1,77.44,交警非现场执法的规范构建
875,49,E1,77.43,《民法总则》民商合一中国模式之检讨
876,1833,E1,77.43,预防刑法的扩张及其限度
877,1192,E1,77.37,从关键证人回归必要证人：关键证人出庭作证逻辑反思
878,1566,E1,77.37,民刑交叉诉讼关系处理的规则与法理
879,452,E1+E2,77.35,新出土金文所见西周罚金刑研究
880,898,E1,77.35,重复诉讼规制研究：兼论“一事不再理”
881,1747,E1,77.35,认罪认罚案件量刑建议研究
882,1533,E1,77.32,明清时期地权秩序的构造及其启示
883,1662,E1,77.32,"破产法的指标化进路及其检讨——以世界银行""办理破产""指标为例"
884,155,E1,77.31,传销犯罪的司法限缩与立法完善
885,703,E1,77.31,认罪认罚从宽制度的基本内涵
886,1242,E1,77.31,免除刑罚制度的比较考察
887,1677,E1,77.29,税收构成要件理论的反思与再造
888,207,E1,77.26,内幕交易违法所得司法判断规则研究
889,1095,E1,77.26,赌博的法律规制
890,254,E1,77.24,反不正当竞争法对未注册商标的有效保护及其制度重塑
891,793,E1,77.24,论我国行政法上的成本收益分析原则:理论证成与适用展开
892,1892,E1,77.24,数字平台监管模式的系统论重构
893,388,E1,77.21,我国民法典中的成年人自主监护:理念与规则
894,1722,E1,77.21,行政行为程序瑕疵的指正
895,1105,E1,77.19,WTO《多方临时上诉仲裁安排》:基于仲裁的上诉替代
896,417,E1,77.16,损害救济新旧法适用选择的过渡法规则
897,1288,E1,77.16,准抽象危险犯概念之提倡
898,1751,E1,77.16,论刑事远程审判的制度规制
899,1886,E1,77.15,我国民事公益诉讼诉权行使顺位研究
900,879,E1,77.13,身份人格权论
901,1666,E1,77.13,社会主义核心价值观融入司法裁判的方法论反思
902,64,E1,77.07,个人信息权作为民事权利之证成:以知识产权为参照
903,1471,E1,77.07,我国司法判决中的宪法援引及其功能——基于已公开判决文书的实证研究
904,818,E1,77.01,论法律的法规创造力
905,1326,E1,77.01,包需求合同的法理与适用
906,1707,E1,77.01,著作权法中作品独创性的审美逻辑
907,1188,E1,77.0,人工智能时代的法律议论
908,10,E1,76.97,“人格物”的司法困境与理论突围
909,794,E1,76.97,论我国道路交通事故社会救助基金追偿权
910,871,E1,76.94,责任清单编制规则的法治逻辑
911,1876,E1,76.94,民法典合同编通则解释中的证据规范研究
