pid,rank,title,author,journal,year,category,weighted_score,weighted_std,source,e2_override,e3_merged,round1_avg_std,round2_avg_std,std_improvement,round1_max_std,round2_max_std,dimensions_converged,total_dimensions,round1_err_category,top30,top60,top101_e2_candidate,top101_rank,top101_score,top101_weighted_std,top101_source,top101_reason,top50_proportional,top50_rank,top50_score,top50_weighted_std,problem_originality_avg,problem_originality_std,problem_originality_method,literature_insight_avg,literature_insight_std,literature_insight_method,analytical_framework_avg,analytical_framework_std,analytical_framework_method,logical_coherence_avg,logical_coherence_std,logical_coherence_method,conclusion_consensus_avg,conclusion_consensus_std,conclusion_consensus_method,forward_extension_avg,forward_extension_std,forward_extension_method
1403,535,基本权利私人效力的民法审视,杜强强[1],法学研究,2025,宪法学与行政法学,82.28,7.12,E1,False,,14.23,6.7,7.53,21.8,16.6,5,6,,0,0,0,,,,,,0,,,,83.25,5.68,mean(4),69.5,16.62,mean(4),72.75,6.99,mean(4),88,2.16,mean(4),86.75,3.59,mean(4),72.25,5.06,mean(4)
213,536,减税、减负与预算法变革,陈治[1],中国法学,2019,经济法学,82.26,6.29,E1,False,,17.9,5.38,12.52,28.5,10.4,5,6,,0,0,0,,,,,,0,,,,82.5,5.57,mean(4),65.5,10.38,mean(4),69.5,7.14,mean(4),87,6.22,mean(4),83.25,1.5,mean(4),84.25,1.5,mean(4)
1015,537,民事法律的正当溯及既往问题,房绍坤;张洪波,中国社会科学,2015,民商法学,82.24,5.77,E1,False,,15.33,5.97,9.37,21.7,9.3,4,6,,0,0,0,,,,,,0,,,,78.5,4.51,mean(4),68,8.49,mean(4),81,9.31,mean(4),90.25,3.5,mean(4),85.25,2.5,mean(4),61.25,7.5,mean(4)
1313,538,刑法教义学研究的中国主体性,丁胜明[1],法学研究,2015,刑法学,82.24,5.35,E1,False,,14.15,6.3,7.85,28.4,11.9,4,6,,0,0,0,,,,,,0,,,,78.5,6.66,mean(4),88.5,1.0,mean(4),60,8.12,mean(4),85.5,3.32,mean(4),83,6.78,mean(4),67.5,11.9,mean(4)
1058,539,行政法视域下权力清单制度的重构,朱新力;余军,中国社会科学,2018,宪法学与行政法学,82.22,8.56,E1,False,,13.32,6.77,6.55,26.7,19.2,5,6,,0,0,0,,,,,,0,,,,62.75,19.16,mean(4),84,6.16,mean(4),85.75,1.5,mean(4),85.75,2.87,mean(4),85.25,4.72,mean(4),80.5,6.14,mean(4)
1275,540,关联性要素与地理标志法的构造,王笑冰[1],法学研究,2015,知识产权法学,82.22,8.29,E1,False,,12.05,6.58,5.47,22.7,20.3,5,6,,0,0,0,,,,,,0,,,,72.25,20.27,mean(4),79.5,1.91,mean(4),85.75,5.91,mean(4),84.5,1.73,mean(4),82.75,2.22,mean(4),71.25,7.5,mean(4)
1421,541,宅基地使用权的制度困局与破解之维,陈小君[1],法学研究,2019,环境与资源保护法学,82.21,6.68,E1,False,,13.92,5.77,8.15,27.4,12.3,5,6,,0,0,0,,,,,,0,,,,75.5,12.26,mean(4),81.5,2.52,mean(4),73.5,7.05,mean(4),86.75,4.27,mean(4),87,3.37,mean(4),79.5,5.07,mean(4)
1328,542,单位犯罪废止论,李立丰[1],法学研究,2025,刑法学,82.19,7.34,E1,False,,12.62,6.77,5.85,21.9,20.5,5,6,,0,0,0,,,,,,0,,,,85.75,1.71,mean(4),75.75,20.55,mean(4),62.25,7.14,mean(4),85.5,6.61,mean(4),84.5,1.73,mean(4),78.75,2.99,mean(4)
1092,543,证券中介机构法律责任配置,邢会强[1],中国社会科学,2022,民商法学,82.18,6.48,E1,False,,14.85,6.33,8.52,29.2,13.8,5,6,,0,0,0,,,,,,0,,,,77.75,7.59,mean(4),81.5,4.04,mean(4),69.5,13.77,mean(4),86.25,3.5,mean(4),87,3.46,mean(4),79.75,5.56,mean(4)
1099,544,重构罪刑法定原则,高巍[1],中国社会科学,2020,刑法学,82.18,5.87,E1,False,,14.28,6.2,8.08,29.8,20.6,5,6,,0,0,0,,,,,,0,,,,77.25,4.57,mean(4),84,2.83,mean(4),65.5,20.6,mean(4),87.5,2.08,mean(4),86.75,1.5,mean(4),67.5,5.57,mean(4)
164,545,保护规范理论的误解澄清与本土适用,赵宏[1],中国法学,2020,宪法学与行政法学,82.16,10.75,E1,False,,17.5,10.38,7.12,25.9,19.8,3,6,1-empty-status,0,0,0,,,,,,0,,,,71,19.78,mean(4),89,2.71,mean(4),68.25,15.56,mean(4),89.75,3.3,mean(4),80.5,4.8,mean(4),69,16.06,mean(4)
1391,546,基于合意解除合同的规范构造,姚明斌,法学研究,2021,民商法学,82.16,13.15,E1,False,,14.52,11.1,3.42,25.9,24.1,4,6,,0,0,0,,,,,,0,,,,70.75,24.06,mean(4),85.75,7.23,mean(4),76.75,19.62,mean(4),87,2.45,mean(4),83.25,7.63,mean(4),68,5.72,mean(4)
1091,547,论预测性司法,王禄生[1],中国社会科学,2024,诉讼法学,82.13,5.48,E1,False,,13.42,5.6,7.82,21.4,8.4,5,6,,0,0,0,,,,,,0,,,,73,6.27,mean(4),76.5,4.43,mean(4),83.75,8.42,mean(4),87.5,3.79,mean(4),82.25,3.1,mean(4),74.75,7.59,mean(4)
1667,548,禁止财务资助规则的公司法建构,皮正德[1],法学研究,2023,民商法学,82.13,5.8,E1,False,,13.67,5.05,8.62,20.0,8.0,6,6,,0,0,0,,,,,,0,,,,78,8.0,mean(3),78,6.0,mean(3),76.75,7.63,mean(4),83.75,3.95,mean(4),85.25,0.5,mean(4),76.75,4.27,mean(4)
1419,549,存疑有利于被告原则的刑法适用规则,周光权[1],法学研究,2024,刑法学,82.12,5.2,E1,False,,17.15,5.45,11.7,30.5,8.2,5,6,,0,0,0,,,,,,0,,,,75,4.24,mean(2),82,6.68,mean(4),78,8.16,mean(4),83.25,3.5,mean(4),82.5,3.32,mean(4),68,6.78,mean(4)
1475,550,我国民法典法人基本类型模式选择,罗昆,法学研究,2016,民商法学,82.09,8.19,E1,False,,17.07,6.03,11.03,26.1,17.8,5,6,,0,0,0,,,,,,0,,,,68.75,17.76,mean(4),85.5,4.12,mean(4),80,6.73,mean(4),87.5,3.32,mean(4),82.25,3.1,mean(4),79,1.15,mean(4)
1207,551,价格行为规制的法理逻辑——基于整体价格法秩序的视角,刘凯[1],法学研究,2023,经济法学,82.07,6.45,E1,False,,15.45,5.72,9.73,38.5,12.8,4,6,,0,0,0,,,,,,0,,,,80.75,5.06,mean(4),63.5,12.77,mean(4),82.25,9.6,mean(4),89.75,3.3,mean(4),81,2.0,mean(4),76.75,1.5,mean(4)
483,552,正当防卫限度判断的适用难题与改进方案,"姜涛[1,2]",中国法学,2019,刑法学,82.06,8.76,E1,False,,12.38,7.03,5.35,22.7,18.6,4,6,,0,0,0,,,,,,0,,,,70.25,18.64,mean(4),85,0.0,mean(3),74.5,13.99,mean(4),81.25,2.99,mean(4),85.75,2.87,mean(4),80.25,3.69,mean(4)
1705,553,著作权法与专利法中“惩罚性赔偿”之非惩罚性,蒋舸,法学研究,2015,知识产权法学,82.06,10.58,E1,False,,16.0,7.85,8.15,25.3,21.3,3,6,,0,0,0,,,,,,0,,,,71.75,21.27,mean(4),78.75,9.46,mean(4),80.5,9.0,mean(4),89.25,3.4,mean(4),86.75,1.5,mean(4),73,2.45,mean(4)
1291,554,刑事印证证明新探,龙宗智,法学研究,2017,刑法学,82.04,4.51,E1,False,,14.57,5.53,9.03,21.3,16.5,5,6,,0,0,0,,,,,,0,,,,73.5,7.05,mean(4),84.25,1.5,mean(4),73.25,4.27,mean(4),86.5,2.38,mean(4),85.75,1.5,mean(4),69.75,16.5,mean(4)
543,555,法律规范事中合宪性审查的制度建构,朱学磊[1],中国法学,2022,宪法学与行政法学,82.03,3.84,E1,False,,11.3,3.08,8.22,19.6,7.1,6,6,,0,0,0,,,,,,0,,,,77.5,7.14,mean(4),76.25,3.5,mean(4),75.5,3.0,mean(4),86.75,1.26,mean(4),88.25,2.36,mean(4),79,1.15,mean(4)
229,556,刑事诉讼主体理论的扬弃与超越,谢澍[1],中国法学,2023,刑法学,82.01,4.46,E1,False,,12.47,4.35,8.12,18.8,6.5,6,6,,0,0,0,,,,,,0,,,,72.5,6.45,mean(4),83,1.41,mean(4),76.75,5.68,mean(4),86.5,3.42,mean(4),84.5,4.93,mean(4),71,4.24,mean(4)
734,557,论人机协同审判的信任构建,衣俊霖[1],中国法学,2025,诉讼法学,82.01,4.67,E1,False,,12.95,3.58,9.37,25.7,11.6,5,6,,0,0,0,,,,,,0,,,,70.25,11.64,mean(4),84.75,0.5,mean(4),69.25,5.06,mean(4),85.25,0.5,mean(4),85.25,0.5,mean(4),82.5,3.32,mean(4)
867,558,财产罪占有之立场：缓和的事实性占有概念,梁云宝,中国法学,2016,刑法学,82.01,5.12,E1,False,,16.97,5.12,11.85,26.2,8.8,4,6,,0,0,0,,,,,,0,,,,67.5,8.66,mean(4),82.5,4.12,mean(4),85.75,2.87,mean(4),87.75,2.06,mean(4),87.25,4.11,mean(4),67.5,8.81,mean(4)
1027,559,环境法体系化中的我国保护地体系,杜群[1],中国社会科学,2022,环境与资源保护法学,82.01,7.16,E1,False,,15.58,6.55,9.03,23.2,9.2,4,6,,0,0,0,,,,,,0,,,,78.5,7.9,mean(4),72.25,9.18,mean(4),79.75,5.56,mean(4),86,5.94,mean(4),76.75,8.06,mean(4),79,2.58,mean(4)
874,560,贿赂犯罪的保护法益与事后受财行为的定性,黎宏,中国法学,2017,刑法学,82.0,4.23,E1,False,,14.0,4.87,9.13,25.5,10.4,5,6,,0,0,0,,,,,,0,,,,83.75,1.26,mean(4),82.75,3.59,mean(4),69.5,10.41,mean(4),75.25,5.25,mean(4),86.25,1.89,mean(4),66.75,6.7,mean(4)
848,561,论行政行为的违法性继承,王贵松[1],中国法学,2015,民商法学,81.97,9.63,E1,False,,13.65,7.67,5.98,25.5,23.2,4,6,1-empty-status,0,0,0,,,,,,0,,,,69.25,23.21,mean(4),85.25,0.5,mean(4),81,6.16,mean(4),85.75,2.87,mean(4),80,8.12,mean(4),63.75,5.06,mean(4)
975,562,合理怀疑的本土类型与法理建构,栗峥[1],中国社会科学,2019,诉讼法学,81.97,5.4,E1,False,,11.53,4.28,7.25,17.8,12.4,5,6,,0,0,0,,,,,,0,,,,70,12.36,mean(4),77.25,2.22,mean(4),86.5,1.73,mean(4),80,2.31,mean(4),86.75,3.5,mean(4),81,3.56,mean(4)
1912,563,宪法和一般法律的关系构造,许瑞超[1],中国法学,2025,宪法学与行政法学,81.96,6.55,E1,False,,12.98,5.6,7.38,22.3,14.4,4,6,,0,0,0,,,,,,0,,,,75,14.35,mean(4),85.5,1.73,mean(4),73.75,3.5,mean(4),86.5,1.73,mean(4),79.75,8.26,mean(4),58.5,4.04,mean(4)
750,564,论农民集体与农村集体经济组织的关系,宋志红[1],中国法学,2021,环境与资源保护法学,81.9,11.01,E1,False,,14.53,10.43,4.1,43.1,41.0,4,6,,0,0,0,,,,,,0,,,,77,12.88,mean(4),85.25,2.06,mean(4),60.75,41.0,mean(4),89,1.15,mean(4),87.25,1.5,mean(4),73.25,3.95,mean(4)
1340,565,司法判决中的词典释义,陈林林;王云清,法学研究,2015,法学理论,81.9,5.25,E1,False,,13.62,5.07,8.55,19.5,6.0,6,6,,0,0,0,,,,,,0,,,,80.75,5.06,mean(4),79.25,5.62,mean(4),64.25,5.91,mean(4),86.75,5.97,mean(4),81.75,2.87,mean(4),74.5,4.93,mean(4)
22,566,“居住权”之定位与规则设计,"鲁晓明[1,2]",中国法学,2019,民商法学,81.88,9.4,E1,False,,12.75,6.57,6.18,25.0,22.1,5,6,,0,0,0,,,,,,0,,,,70.5,22.13,mean(4),79.25,3.4,mean(4),81,6.16,mean(4),89.5,5.0,mean(4),85.5,0.58,mean(4),77.75,2.06,mean(4)
840,567,论网络服务提供者间接侵权责任的过错形态,冯术杰,中国法学,2016,民商法学,81.87,5.64,E1,False,,12.28,5.55,6.73,22.0,14.1,5,6,,0,0,0,,,,,,0,,,,81.25,2.99,mean(4),77.75,5.44,mean(4),70.75,14.1,mean(4),82.5,5.57,mean(4),84.5,3.32,mean(4),70.5,1.91,mean(4)
1199,568,他行为能力问题研究,陈兴良[1],法学研究,2019,法学理论,81.87,8.78,E1,False,,14.07,7.58,6.48,25.3,22.2,4,6,,0,0,0,,,,,,0,,,,74.25,12.87,mean(4),83,4.16,mean(4),72.75,22.23,mean(4),86.25,2.5,mean(4),86.25,1.26,mean(4),67,2.45,mean(4)
1701,569,自然资源资产国家所有权委托代理的法律性质,汪志刚[1],法学研究,2023,宪法学与行政法学,81.87,8.52,E1,False,,15.02,9.93,5.08,28.7,25.0,3,6,,0,0,0,,,,,,0,,,,76.25,12.55,mean(4),82,3.56,mean(4),72.75,13.15,mean(4),84.25,2.87,mean(4),87,2.45,mean(4),62.5,25.0,mean(4)
836,570,论绿色原则的规范解释司法适用,竺效[1],中国法学,2021,法学理论,81.85,5.4,E1,False,,10.77,4.92,5.85,16.8,9.0,5,6,,0,0,0,,,,,,0,,,,71.25,9.0,mean(4),80.25,2.36,mean(4),80,6.27,mean(4),88,3.56,mean(4),82.5,3.32,mean(4),67.75,4.86,mean(4)
532,571,法律人思维与法律观点,陈景辉[1],中国法学,2024,法学理论,81.79,8.56,E1,False,,13.35,6.7,6.65,22.1,19.4,5,6,5-boundary-only,0,0,0,,,,,,0,,,,70.5,19.43,mean(4),80.25,6.02,mean(4),85.5,4.93,mean(4),89,1.15,mean(4),85,2.45,mean(4),57,6.27,mean(4)
1721,572,行政行为无效的认定,王贵松[1],法学研究,2018,宪法学与行政法学,81.79,10.18,E1,False,,15.58,7.35,8.23,26.0,24.9,5,6,,0,0,0,,,,,,0,,,,72,24.89,mean(4),90.25,3.59,mean(4),71.5,7.0,mean(4),83,2.0,mean(4),86,4.24,mean(4),75,2.45,mean(4)
1884,573,证据链之内涵与功能重释,纵博[1],中国法学,2025,诉讼法学,81.79,7.59,E1,False,,15.12,8.15,6.97,29.7,27.9,5,6,,0,0,0,,,,,,0,,,,77.25,6.7,mean(4),82.25,2.06,mean(4),69,27.89,mean(4),85,0.82,mean(4),86,4.9,mean(4),69.25,6.5,mean(4)
383,574,我国权责清单制度质效研究,刘启川[1],中国法学,2025,宪法学与行政法学,81.76,8.63,E1,False,,15.62,7.75,7.87,25.5,16.5,3,6,,0,0,0,,,,,,0,,,,76.5,8.06,mean(4),69.75,16.5,mean(4),73,10.89,mean(4),87,3.46,mean(4),83.25,4.27,mean(4),81,3.16,mean(4)
1846,575,犯罪追诉数字化背景下嫌疑判断的演化与程序法规制的因应,裴炜[1],法学研究,2025,刑法学,81.74,6.71,E1,False,,13.53,6.27,7.27,23.6,16.7,5,6,,0,0,0,,,,,,0,,,,78.75,4.99,mean(4),64.5,16.66,mean(4),82,7.12,mean(4),90.5,1.0,mean(4),81.75,4.35,mean(4),70.25,3.5,mean(4)
371,576,我国个人敏感信息界定之构想,胡文涛,中国法学,2018,民商法学,81.71,6.95,E1,False,,13.65,5.83,7.82,21.5,11.5,4,6,,0,0,0,,,,,,0,,,,74.75,11.47,mean(4),81.5,2.52,mean(4),73.5,8.96,mean(4),85.75,5.91,mean(4),82,3.56,mean(4),73.75,2.5,mean(4)
859,577,证据种类法定主义的反思与重构,郑飞[1],中国法学,2024,诉讼法学,81.69,6.16,E1,False,,9.6,4.6,5.0,17.1,13.5,5,6,,0,0,0,,,,,,0,,,,74.25,13.5,mean(4),85.25,2.87,mean(4),69.75,3.3,mean(4),85.5,3.32,mean(4),86.25,2.87,mean(4),63.5,1.73,mean(4)
279,578,商业秘密保护中默示保密义务研究,黎华献[1],中国法学,2024,法学理论,81.66,5.88,E1,False,,16.7,5.67,11.03,25.1,12.3,4,6,,0,0,0,,,,,,0,,,,76,8.68,mean(4),75.5,3.0,mean(4),69.75,12.28,mean(4),84,1.41,mean(4),83.5,2.38,mean(4),81,6.16,mean(4)
1138,579,中国债编体系构建中若干基础关系的协调——从法国重构债法体系的经验观察,李世刚,法学研究,2016,民商法学,81.65,6.31,E1,False,,15.23,5.9,9.33,25.2,7.1,6,6,,0,0,0,,,,,,0,,,,71.75,6.95,mean(4),83.5,5.97,mean(4),77.5,7.14,mean(4),85,6.22,mean(4),83.75,5.06,mean(4),75.5,4.12,mean(4)
631,580,累犯从严量刑适用实证研究,劳佳琦,中国法学,2016,刑法学,81.62,10.47,E1,False,,15.93,7.08,8.85,30.3,27.2,5,6,,0,0,0,,,,,,0,,,,65.5,27.16,mean(4),80,4.4,mean(4),86.5,1.73,mean(4),91,4.24,mean(4),83.5,1.73,mean(4),77.5,3.32,mean(4)
1346,581,合同内容的证明责任分配,胡东海[1],法学研究,2024,民商法学,81.62,6.61,E1,False,,17.43,5.82,11.62,33.3,14.1,4,6,,0,0,0,,,,,,0,,,,75,14.14,mean(4),81.25,2.5,mean(4),80.5,4.2,mean(4),84.25,2.87,mean(4),86.75,2.06,mean(4),55,9.13,mean(4)
162,582,侵害企业数据权益的民事责任,王叶刚[1],中国法学,2024,民商法学,81.6,9.46,E1,False,,13.55,6.77,6.78,25.5,21.9,5,6,,0,0,0,,,,,,0,,,,67.5,21.86,mean(4),84,4.24,mean(4),81.75,6.95,mean(4),87.5,3.32,mean(4),83.25,2.75,mean(4),64.25,1.5,mean(4)
977,583,商业银行股东加重责任及其制度建构,杨松[1];宋怡林[2],中国社会科学,2017,民商法学,81.6,6.52,E1,False,,14.82,5.92,8.9,23.5,8.6,5,6,,0,0,0,,,,,,0,,,,77.5,7.14,mean(4),86,8.04,mean(4),62.75,8.62,mean(4),84.75,4.72,mean(4),82.75,3.59,mean(4),73,3.46,mean(4)
1531,584,既判力相对性原则：根据、例外与制度化,张卫平[1],法学研究,2015,诉讼法学,81.6,4.9,E1,False,,13.52,4.68,8.83,27.3,9.6,5,6,,0,0,0,,,,,,0,,,,72.5,5.57,mean(4),85,4.76,mean(4),60.75,9.6,mean(4),86.25,1.5,mean(4),82.5,4.12,mean(4),85.25,2.5,mean(4)
1827,585,集体经营性资产股份合作与农村集体经济组织之关系重构,宋志红[1],法学研究,2022,环境与资源保护法学,81.57,12.81,E1,False,,15.02,10.1,4.92,28.3,25.1,3,6,,0,0,0,,,,,,0,,,,74,17.64,mean(4),67.25,25.05,mean(4),84.25,9.74,mean(4),84,2.71,mean(4),85.25,4.5,mean(4),81.5,1.0,mean(4)
1753,586,论区块链证据,"刘品新[1,2]",法学研究,2021,诉讼法学,81.56,12.02,E1,False,,17.63,9.52,8.12,31.5,26.9,3,6,,0,0,0,,,,,,0,,,,69.5,26.85,mean(4),79,7.16,mean(4),85.5,9.15,mean(4),86.5,1.73,mean(4),82.5,4.12,mean(4),73,8.08,mean(4)
583,587,生态环境修复责任的体系化构造,刘长兴[1],中国法学,2022,环境与资源保护法学,81.54,8.31,E1,False,,15.63,7.07,8.57,35.4,17.6,4,6,,0,0,0,,,,,,0,,,,70.25,17.61,mean(4),86.5,1.73,mean(4),72.25,11.03,mean(4),87.75,2.06,mean(4),86.5,2.38,mean(4),75.5,7.59,mean(4)
936,588,中国著作权立法中的制度创新,熊琦,中国社会科学,2018,知识产权法学,81.53,6.09,E1,False,,14.2,5.93,8.27,22.3,11.2,5,6,,0,0,0,,,,,,0,,,,80.25,5.68,mean(4),75.25,7.27,mean(4),67.5,11.15,mean(4),87.5,4.12,mean(4),86,1.41,mean(4),74,5.89,mean(4)
1805,589,适于法治的法律体系模式,雷磊[1],法学研究,2015,法学理论,81.51,8.4,E1,False,,14.45,6.47,7.98,24.5,20.1,5,6,,0,0,0,,,,,,0,,,,69.5,20.11,mean(4),81.25,1.5,mean(4),80.25,5.5,mean(4),88,3.56,mean(4),87,2.45,mean(4),63.25,5.68,mean(4)
246,590,区分制理论解释共同过失犯罪之弊端及应然选择,刘明祥,中国法学,2017,刑法学,81.47,7.88,E1,False,,15.05,9.2,5.85,22.3,14.8,3,6,,0,0,0,,,,,,0,,,,76.25,6.24,mean(4),80.67,7.57,mean(3),76.25,14.75,mean(4),85.5,1.73,mean(4),75.5,13.82,mean(4),48.75,11.09,mean(4)
624,591,类似必要共同诉讼适用机制研究,"汤维建[1,2]",中国法学,2020,诉讼法学,81.46,8.17,E1,False,,14.18,7.0,7.18,23.0,14.1,5,6,,0,0,0,,,,,,0,,,,74.5,14.06,mean(4),77.5,5.57,mean(4),81.25,7.89,mean(4),83.25,4.27,mean(4),90.75,5.85,mean(4),76,4.24,mean(4)
649,592,网络空间适用禁止使用武力原则的法律路径,张华[1],中国法学,2022,国际法学,81.44,7.73,E1,False,,10.6,5.67,4.93,19.2,17.3,5,6,,0,0,0,,,,,,0,,,,67.5,17.25,mean(4),84.5,2.52,mean(4),72.5,5.57,mean(4),84.75,4.72,mean(4),84.25,1.5,mean(4),83,2.45,mean(4)
1743,593,认缴制后公司法资本规则的革新,丁勇[1],法学研究,2018,民商法学,81.44,16.08,E1,False,,16.45,14.02,2.43,34.3,33.2,3,6,,0,0,0,,,,,,0,,,,72.5,25.12,mean(4),69.75,33.19,mean(4),86.5,3.11,mean(4),90,1.63,mean(4),91,1.15,mean(4),71.25,19.86,mean(4)
752,594,论刑事司法对鉴定的迷信与制度防范,陈永生[1],中国法学,2021,刑法学,81.41,6.48,E1,False,,15.38,6.27,9.12,23.6,8.2,5,6,,0,0,0,,,,,,0,,,,75,8.16,mean(4),83.25,7.63,mean(4),67,7.26,mean(4),87.25,2.63,mean(4),75.75,5.91,mean(4),71,6.0,mean(4)
1035,595,社会主义核心价值观在民事裁判中的功能,于飞[1],中国社会科学,2024,民商法学,81.38,12.23,E1,False,,14.28,9.55,4.73,26.9,24.3,3,6,,0,0,0,,,,,,0,,,,71,24.26,mean(4),64,13.83,mean(4),86.5,9.85,mean(4),89.25,0.96,mean(4),87.75,2.06,mean(4),80,6.27,mean(4)
1417,596,婚姻缔结行为的效力瑕疵,,法学研究,2019,民商法学,81.38,7.76,E1,False,,13.07,5.57,7.5,22.0,20.1,5,6,,0,0,0,,,,,,0,,,,69.75,20.11,mean(4),83.75,4.79,mean(4),82,0.0,mean(2),83.25,1.5,mean(4),85,2.45,mean(4),72.75,4.57,mean(4)
679,597,行政机关间的事务委托和职权委托,叶必丰[1],中国法学,2022,宪法学与行政法学,81.34,11.4,E1,False,,15.98,9.47,6.52,38.0,25.5,4,6,,0,0,0,,,,,,0,,,,78.25,13.5,mean(4),63,25.55,mean(4),84.75,3.77,mean(4),89,4.76,mean(4),85.25,5.25,mean(4),76.75,3.95,mean(4)
940,598,事权划分法治化的中国路径,刘剑文[1];侯卓[2],中国社会科学,2017,宪法学与行政法学,81.32,7.11,E1,False,,18.28,6.38,11.9,37.9,12.1,3,6,,0,0,0,,,,,,0,,,,76.5,8.06,mean(4),85.5,9.0,mean(4),66.5,12.07,mean(4),82.75,2.5,mean(4),82.25,5.06,mean(4),64.25,1.5,mean(4)
1135,599,个人所得税法上年龄非中性的实现——以老年人生存权益的保障为核心,汤洁茵[1],法学研究,2023,经济法学,81.31,11.55,E1,False,,14.8,8.78,6.02,26.4,24.3,3,6,,0,0,0,,,,,,0,,,,71.25,24.28,mean(4),79,8.25,mean(4),76.25,6.65,mean(4),89.75,3.3,mean(4),80.75,8.85,mean(4),75,1.41,mean(4)
305,600,地方立法行政许可设定权之法律解释：基于鲁潍案的分析,金自宁,中国法学,2017,宪法学与行政法学,81.29,8.53,E1,False,,14.93,7.43,7.5,24.5,14.6,3,6,,0,0,0,,,,,,0,,,,76.75,14.57,mean(4),77.5,9.57,mean(4),73.5,7.05,mean(4),85,2.45,mean(4),87.25,2.87,mean(4),78,8.12,mean(4)
1000,601,授权资本制的中国运行机理,傅穹[1],中国社会科学,2024,民商法学,81.29,8.44,E1,False,,13.1,6.68,6.42,23.5,15.6,4,6,,0,0,0,,,,,,0,,,,66,15.64,mean(4),84.5,4.73,mean(4),69,10.23,mean(4),89,4.76,mean(4),86.25,1.5,mean(4),82.5,3.32,mean(4)
1191,602,人民法院改革取向的审视与思考,"顾培东[1,2]",法学研究,2020,诉讼法学,81.29,6.83,E1,False,,12.48,6.13,6.35,24.7,13.2,5,6,,0,0,0,,,,,,0,,,,75,7.26,mean(4),74,13.19,mean(4),80,6.27,mean(4),86.25,2.36,mean(4),84.25,4.35,mean(4),78.25,3.3,mean(4)
1498,603,支持理论下民事诉讼当事人法律意识的实证研究,"冯晶[1,2]",法学研究,2020,诉讼法学,81.29,4.92,E1,False,,12.47,4.18,8.28,21.1,7.1,6,6,,0,0,0,,,,,,0,,,,72.75,6.4,mean(4),82.75,3.59,mean(4),82.5,7.14,mean(4),79,4.76,mean(4),80.5,1.91,mean(4),74.25,1.26,mean(4)
802,604,论数据产权制度的层级性：“三三制”数据确权法,申卫星[1],中国法学,2023,民商法学,81.26,5.07,E1,False,,13.3,7.13,6.17,27.0,26.3,5,6,,0,0,0,,,,,,0,,,,67.75,7.59,mean(4),86.5,1.73,mean(4),86,1.41,mean(4),80,3.37,mean(4),85,2.45,mean(4),67,26.32,mean(4)
433,605,数字时代隐私权的社会理论重构,"余成峰[1,2]",中国法学,2023,民商法学,81.25,5.59,E1,False,,11.15,4.6,6.55,19.3,10.4,5,6,,0,0,0,,,,,,0,,,,73,10.39,mean(4),79.5,1.91,mean(4),76.75,4.27,mean(4),86,5.42,mean(4),86.5,1.73,mean(4),76.5,3.87,mean(4)
28,606,“最高国家权力机关”的权力边界,黄明涛[1],中国法学,2019,宪法学与行政法学,81.24,10.77,E1,False,,14.88,7.42,7.47,30.3,28.2,5,6,,0,0,0,,,,,,0,,,,67,28.15,mean(4),85,2.45,mean(4),81,6.83,mean(4),86.25,2.5,mean(4),85.75,1.5,mean(4),72.25,3.1,mean(4)
196,607,公司资本制度改革的正当性：基于债权人保护功能的法经济学分析,黄辉,中国法学,2015,民商法学,81.22,3.8,E1,False,,15.08,4.07,11.02,24.3,6.7,6,6,,0,0,0,,,,,,0,,,,77,3.37,mean(4),73,2.45,mean(4),76.25,6.65,mean(4),86.75,3.2,mean(4),80,4.4,mean(4),75.75,4.35,mean(4)
328,608,夫妻财产归属约定的法理明晰及规则适用,陈永强[1],中国法学,2022,民商法学,81.21,8.26,E1,False,,12.6,6.32,6.28,24.0,20.4,4,6,,0,0,0,,,,,,0,,,,70,20.41,mean(4),86,0.0,mean(4),73.5,8.54,mean(4),86.25,2.06,mean(4),83.75,2.06,mean(4),61.25,4.79,mean(4)
1638,609,环境民事公益诉讼性质定位省思,巩固[1],法学研究,2019,环境与资源保护法学,81.21,10.18,E1,False,,11.97,6.83,5.13,28.3,26.6,5,6,,0,0,0,,,,,,0,,,,71.75,26.61,mean(4),77.25,3.59,mean(4),82,7.26,mean(4),86,1.41,mean(4),88,0.0,mean(4),77.75,2.06,mean(4)
969,610,反垄断法分析模式的中国选择,叶卫平,中国社会科学,2017,经济法学,81.18,4.83,E1,False,,14.8,5.07,9.73,26.1,6.0,6,6,,0,0,0,,,,,,0,,,,79.5,4.2,mean(4),84,5.42,mean(4),71,4.24,mean(4),75.75,4.92,mean(4),80.25,5.68,mean(4),78.5,6.03,mean(4)
1227,611,保险法因果关系判定的规则体系,武亦文,法学研究,2017,刑法学,81.18,6.03,E1,False,,13.42,5.0,8.42,21.5,11.1,4,6,,0,0,0,,,,,,0,,,,69.75,11.15,mean(4),84.25,1.5,mean(4),83.5,8.35,mean(4),80.75,3.4,mean(4),82.5,3.32,mean(4),63,2.45,mean(4)
998,612,家庭财产功能主义的法律范式,赵玉[1],中国社会科学,2022,民商法学,81.15,5.07,E1,False,,10.9,4.02,6.88,24.7,10.2,5,6,,0,0,0,,,,,,0,,,,72.25,10.21,mean(4),76,2.83,mean(4),76,2.83,mean(4),82.25,3.86,mean(4),88.25,0.5,mean(4),82.25,3.86,mean(4)
